placa,chassi,associado,cpf,dt_nascimento,marca,modelo,ano_de_fabricacao,valor_fipe,linha,dt_contrato,situacao,telefone,email,estado,cidade,ingested_at
HFO-4639,DH9L88X258QQFT5M0,TIAGO ALVES MELO,738.191.763-19,09/07/1985,VOLKSWAGEN,Gol (novo) 1.6 Mi Total Flex 8V 4p,2012,"R$ 30.104,00",Leves,15/9/2025,ATIVO IRREGULAR,(89) 93233-5055,maria.ferreira.souza@hotmail.com,PR,Inácio Martins,2026-02-05 01:54:33.557723 UTC
JTC-2223,UPDOYN9LZLYVFQQQP,TIAGO RIBEIRO CARDOSO,987.519.159-71,07/05/2003,VOLKSWAGEN,Gol (novo) 1.6 Power/Highi T.Flex 8v 4P,2010,"R$ 29.745,00",Leves,20/10/2025,ATIVO,(99) 95897-3851,beatriz.souza.souza@hotmail.com,PR,Japira,2026-02-05 01:54:33.557723 UTC
FQX-5942,CW318BQNMOFONSNX5,PEDRO SOUZA MELO,919.927.546-80,01/01/1987,VOLKSWAGEN,Gol (novo) 1.6 Power/Highi T.Flex 8v 4P,2009,"R$ 27.788,00",Leves,28/10/2025,ATIVO,(49) 96014-1562,ricardo.ribeiro.melo@gmail.com,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
YUZ-5597,D5VSLQ606J5BQZNM3,FERNANDA CARVALHO ALMEIDA,817.693.208-33,18/01/1974,VOLKSWAGEN,Gol 1.0 Flex 12V 5p,2018,"R$ 41.335,00",Leves,5/11/2025,INATIVO,(81) 95174-6443,ana.gomes.carvalho@gmail.com,PR,Rondonópolis,2026-02-05 01:54:33.557723 UTC
MPP-0129,56N7PW6PN0U2P49Q9,LUCAS RODRIGUES RIBEIRO,212.646.394-73,11/10/1994,VOLKSWAGEN,Gol 1.0 Flex 12V 5p,2021,"R$ 52.638,00",Leves,22/08/2025,ATIVO,(42) 97142-4420,maria.araújo.martins@ficticio.com.br,SC,Londrina,2026-02-05 01:54:33.557723 UTC
JYR-4911,XJB96AG0TM1C6C51B,mateUS CaRDosO soUza,707.519.518-16,08/05/1983,VOLKSWAGEN,Gol 1.0 Flex 12V 5p,2019,"R$ 45.599,00",Leves,9/1/2026,ATIVO,,,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
BHZ-6712,XZUQSAN23I9UVL059,FERNANDA SILVA MELO,184.743.416-84,05/12/1997,VOLKSWAGEN,Gol 1.6 MSI Flex 8V 5p,2022,"R$ 57.450,00",Leves,29/4/2025,ATIVO,(83) 92082-5812,maria.silva.costa@outlook.com,PR,Goiânia,2026-02-05 01:54:33.557723 UTC
SQF-2961,JAV4IF2EOR66XLPR4,JOãO  CaRdoSo  SAnTOs*,535.501.425-26,20/09/1977,VOLKSWAGEN,Gol 1.6 Mi Power Total Flex 8V 4p,2003,"R$ 20.279,00",Leves,29/8/2024,INATIVO,TEL: (57) 94463-5720,,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
FIF-6292,22LT6T3RXHQ8NZ97B,RAFAEL GOMES SILVA,496.733.114-53,19/03/1994,VOLKSWAGEN,Gol CLi / CL/ Copa/ Stones 1.6,1996,"R$ 14.266,00",Leves,25/4/2025,INATIVO,(43) 92945-8062,fernanda.cardoso.carvalho@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
GXI-1790,LJWU6CWYF7GGM14NX,FERNANDA S-ANTOS FERREIRA,892.402.127-56,11/03/2001,VOLKSWAGEN,Gol COPA 1.6 Mi Total Flex 8V 4p,2006,"R$ 26.871,00",Leves,30/12/2025,ATIVO,17967108162,ricardo.oliveira.almeida@empresa.com,SC,Cascavel,2026-02-05 01:54:33.557723 UTC
LLU-3937,M2WKUDRT31KCCKKAD,LUCAS RODRIGUES LIMA,285.194.878-12,25/03/1993,VOLKSWAGEN,Gol City (Trend) 1.0 Mi Total Flex 8V 2p,2011,"R$ 22.598,00",Leves,5/3/2024,INATIVO,(84) 97451-5191,pedro.cardoso.costa@empresa.com,SC,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
FSG-0698,OXXGNFME6Z2C3GIJS,BEATRIZ RIBEIRO SANTOS,741.155.846-73,22/06/1973,VOLKSWAGEN,Gol City (Trend) 1.6 Mi T.Flex 8V 4p,2014,"R$ 36.812,00",Leves,7/5/2025,INATIVO,(59) 91291-4890,tiago.lima.pereira@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
FKM-8296,UDLMSFYX6PDNRF6N9,AMANDA OLIVEIRA SILVA,800.727.403-85,13/08/2002,VOLKSWAGEN,Gol City (Trend) 1.6 Mi T.Flex 8V 4p,2015,"R$ 37.304,00",Leves,31/10/2024,INATIVO,(75) 90433-2361,rodrigo.pereira.costa@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
GUU-4000,ST04KE8WWDMPNL60M,laRiSsA MARtinS carvAlHo!,322.978.409-20,07/09/1982,VOLKSWAGEN,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,2012,"R$ 29.416,00",Leves,8/1/2026,ATIVO,(49) 90961-3,,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
RIY-6861,OA2VVFUP69T8944CI,LUCAS LIMA RIBEIRO,922.977.912-55,26/04/1995,VOLKSWAGEN,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,2006,"R$ 16.878,00",Leves,30/5/2025,INATIVO,17917102952,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
VVR-1436,7U5Z3B92TYRZH39B4,JOÃO ARAÚJO COSTA,519.339.921-56,02/04/1988,VOLKSWAGEN,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,2009,"R$ 22.709,00",Leves,17/6/2025,INATIVO,(82) 97671-4679,gabriel.ferreira.ferreira@ficticio.com.br,PR,Irati,2026-02-05 01:54:33.557723 UTC
EKS-1279,PIAVYIRQ5TBMFUFRA,@TIAGO SANTOS ROCHA,246.221.230-75,01/02/1969,VOLKSWAGEN,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,2011,"R$ 25.184,00",Leves,4/10/2025,ATIVO,(26) 92813-7,maria.barbosa.araújo@outlook.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
WWM-1314,RF6O3OGIAOPOQTSJS,GUSTAVO   RIBEIRO   OLIVEIRA,773.763.241-89,21/10/1989,VOLKSWAGEN,Gol Special 1.0 Total Flex 8V 5p,2016,"R$ 40.577,00",Leves,28/5/2025,ATIVO,,beatriz.gomes.silva68@hotmail.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
JBF-5413,6ZXYCVBVE4T0529NF,JULIA SILVA FERREIRA,737.585.815-59,13/04/1988,VOLKSWAGEN,Golf 1.6 Mi Total Flex 8V 4p,2010,"R$ 39.736,00",Leves,23/4/2025,INATIVO,(34) 92900-6742,larissa.rocha.rodrigues@outlook.com,PR,Herval,2026-02-05 01:54:33.557723 UTC
EUN-8570,FXEXV7EACSXA0C2AH,~MATEUS SILVA ARAÚJO,296.107.217-92,03/05/1973,VOLKSWAGEN,Golf 1.6Mi/ 1.6Mi Gener./Black & Silver,2001,"R$ 22.270,00",Leves,20/2/2024,INATIVO,(53) 93459-2,gustavo.martins.rodrigues@outlook.com,MG,Capinzal,2026-02-05 01:54:33.557723 UTC
LAQ-1388,J43SFZF6JTHCPOTT5,RAFAEL ROCHA SOUZA,745.566.832-52,03/02/2003,FIAT,Grand Siena ATTRACTIVE 1.0 Flex 8V 4p,2020,"R$ 47.025,00",Leves,29/10/2025,ATIVO,(40) 95004-4916,rodrigo.lima.souza@empresa.com,SC,Uruguaiana,2026-02-05 01:54:33.557723 UTC
XXW-2400,518TEP5V8UVB0RKQJ,BEATRIZ LIMA SOUZA~,112.262.404-73,07/10/1999,FIAT,Grand Siena ATTRACTIVE 1.0 Flex 8V 4p,2018,"R$ 47.639,00",Leves,24/10/2022,INATIVO,(52) 93005-1,amanda.pereira.ferreira@ficticio.com.br,PR,Fazenda Rio Grande,2026-02-05 01:54:33.557723 UTC
EBH-5764,XPM06RGP4G94K5S0H,FERNAnDa BaRBOSA CARDOSO-,757.235.761-73,05/04/2003,FIAT,Grand Siena ATTRACTIVE 1.0 Flex 8V 4p,2019,"R$ 46.690,00",Leves,20/12/2025,ATIVO,,,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
MOK-2783,IZOOSJW36CIQ19XGV,RODRIGO CARDOSO RIBEIRO,423.851.696-58,24/05/1974,FIAT,Grand Siena ATTRACTIVE 1.0 Flex 8V 4p,2019,"R$ 52.636,00",Leves,18/5/2023,INATIVO,(18) 97924-6057,larissa.ferreira.martins@gmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
HZX-2119,ESGISE28Z0BFT054T,JOÃO ALVES ROCHA,488.772.303-32,15/12/2001,FIAT,Grand Siena ESSENCE 1.6 Flex 16V,2017,"R$ 42.258,00",Leves,25/6/2025,ATIVO,(12) 99759-3435,maria.ferreira.costa@hotmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
WKI-4923,A58YCBDC9RFNLWF7S,FERNANDA ALMEIDA ALVES-,969.206.588-88,24/12/1978,FIAT,Grand Siena ESSENCE 1.6 Flex 16V,2013,"R$ 35.734,00",Leves,4/11/2025,ATIVO,49919343251,joão.lima.melo@empresa.com,RS,Londrina,2026-02-05 01:54:33.557723 UTC
OXZ-2836,35QPQJJIR7XX8W15D,LARISSA SILVA RIBEIRO,765.452.557-37,03/05/1983,HYUNDAI,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2017,"R$ 57.275,00",Leves,12/9/2024,INATIVO,,,PR,Curitiba,2026-02-05 01:54:33.557723 UTC
QXB-1278,IBZB905U78J2TP383,RAFAEL SOUZA SANTOS,960.592.403-59,21/12/1985,HYUNDAI,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,2015,"R$ 46.378,00",Leves,15/12/2025,ATIVO,(78) 93333-4742,maria.lima.almeida@outlook.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
UIF-1696,47NAYJLTA5ICNNLUH,LUCAS SOUZA CARDOSO,313.161.911-66,15/11/1988,HYUNDAI,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,2014,"R$ 42.605,00",Leves,11/09/2025,ATIVO,TEL: (77) 91419-2945,,PR,Japira,2026-02-05 01:54:33.557723 UTC
DFU-7488,NYXA8USTHUSECZCTF,TIAGO SILVA BARBOSA~,793.999.186-67,04/06/1980,HYUNDAI,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,2014,"R$ 39.909,00",Leves,14/08/2025,INATIVO,15935907409,maria.souza.silva@empresa.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
NDO-5206,BT9GLCDFM3UTQFZVT,J#oão   PEReIrA   mELO,513.122.477-96,17/07/1987,HYUNDAI,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,2014,"R$ 39.961,00",Leves,17/10/2024,INATIVO,,letícia.alves.barbosa@outlook.com,RS,Clevelândia,2026-02-05 01:54:33.557723 UTC
PHX-3742,JBDUU9FNIVJ3BU1JQ,@RAFAEL SOUZA MARTINS,947.343.844-14,13/09/1986,HYUNDAI,HB20 Comfort Plus 1.0 TB Flex 12V Mec.,2018,"R$ 54.351,00",Leves,1/3/2025,ATIVO,TEL: (72) 92986-5541,gustavo.cardoso.melo@gmail.com,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
COE-4405,XSTBX01M3S9WPSW54,RODRIGO SILVA MELO,299.868.823-26,13/10/1995,HYUNDAI,HB20 Comfort Style 1.0 TB Flex 12V Mec.,2016,"R$ 48.923,00",Leves,8/1/2022,INATIVO,46928213308,,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
UDT-5546,SB2GCNN4BSQ2QI0JR,GUSTAVO ARAÚJO PEREIRA,177.851.575-73,28/06/1997,HYUNDAI,HB20 Sense 1.0 Flex 12V Mec.,2023,"R$ 62.859,00",Leves,16/1/2026,ATIVO,TEL: (96) 91058-7419,,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
PQD-2407,I7Y4157SWKJ0NYW20,MATEUS ROCHA ROCHA,395.322.414-66,16/11/1984,HYUNDAI,HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p,2018,"R$ 67.998,00",Leves,11/12/2025,ATIVO,(23) 98805-6,,PR,Fraiburgo,2026-02-05 01:54:33.557723 UTC
HGO-4131,B0F2U9DLI77OSXTSL,MARIA SANTOS ARAÚJO,739.446.901-70,06/03/1999,HYUNDAI,HB20S Comfort Style 1.0 TB Flex 12V Mec.,2016,"R$ 52.426,00",Leves,26/12/2025,ATIVO,(42) 93081-2213,larissa.silva.araújo@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
DQZ-1143,APNIFWDXEY36V8Z5M,bruna silva almeida,413.751.373-75,03/02/1976,OUTROS,Idea Adv./ Adv.LOCK.Dualogic 1.8 Flex 5p,2011,"R$ 32.732,00",Leves,22/12/2025,ATIVO,TEL: (43) 93532-2683,,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
DHJ-1670,ZOQECOEVO9A65FQGK,GUSTAVO  MARTINS  LIMA,659.989.402-65,25/11/1995,OUTROS,Idea Advent./ Adv.LOCKER 1.8 mpi Flex 5p,2011,"R$ 32.341,00",Leves,30/5/2025,ATIVO,(77) 95517-8,gustavo.pereira.costa@outlook.com,SC,Palmeira das Missões,2026-02-05 01:54:33.557723 UTC
EVX-3826,6RR3H61JUVP8QFCS3,RAFAEL OLIVEIRA PEREIRA,191.207.363-54,22/03/1987,OUTROS,Idea ELX 1.4 mpi Fire Flex 8V 5p,2008,"R$ 26.917,00",Leves,26/11/2025,ATIVO,25988342480,,PR,Paiçandu,2026-02-05 01:54:33.557723 UTC
VAU-7296,A5B89IXNGT2BVDI3W,MATEUS   SANTOS   COSTA,411.637.110-73,11/11/1969,VOLKSWAGEN,JETTA Comfortline 2.0 T.Flex 8V 4p Mec.,2012,"R$ 54.528,00",Leves,08/09/2025,ATIVO,(54) 90924-5,,PR,Paverama,2026-02-05 01:54:33.557723 UTC
QUX-0436,ZU67EOK2KPGS8KJJ9,rafael oliveira gomes*,785.733.365-98,27/12/1969,VOLKSWAGEN,JETTA Comfortline 2.0 T.Flex 8V 4p Tipt.,2014,"R$ 64.888,00",Leves,27/08/2025,ATIVO,69995778182,bruna.melo.carvalho@ficticio.com.br,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
HMM-9617,LUYI0RKL5EO9S5E3J,ANA   MELO   RIBEIRO$,816.665.224-90,27/01/1992,VOLKSWAGEN,JETTA Comfortline 2.0 T.Flex 8V 4p Tipt.,2015,"R$ 66.690,00",Leves,1/10/2025,ATIVO,,joão.rocha.costa@outlook.com,RS,Carlos Barbosa,2026-02-05 01:54:33.557723 UTC
ALL-9120,GTTAY1DE09B4F2KN2,^JOÃO  BARBOSA  SANTOS,533.308.601-70,15/11/2004,RENAULT,KWID Zen 1.0 Flex 12V 5p Mec.,2019,"R$ 37.221,00",Leves,2/12/2025,ATIVO,,beatriz.gomes.pereira@ficticio.com.br,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
RLF-5724,SOASVAHHQGN2YAQWK,JOÃO SILVA CARDOSO,260.163.412-20,07/07/1979,FORD,Ka 1.0 8V/1.0 8V ST Flex 3p,2012,"R$ 25.673,00",Leves,27/10/2025,ATIVO,(75) 90948-8505,julia.silva.cardoso@hotmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
PAI-8242,Y2GZEEJXRCNV1RHKF,lEtÍciA Araújo rocha,169.330.194-95,09/05/1994,FORD,Ka 1.0 8V/1.0 8V ST Flex 3p,2010,"R$ 18.520,00",Leves,11/7/2025,ATIVO,,gabriel.cardoso.silva@hotmail.com,PR,Bagé,2026-02-05 01:54:33.557723 UTC
VWI-8615,13R4AX6ZXQ2J0C3P5,RODRIGO ROCHA ALVES,941.302.221-55,18/04/1983,FORD,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015,"R$ 35.043,00",Leves,20/7/2025,INATIVO,(25) 93910-9,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
VTC-5950,9NBS4IRYLYIIH3ER3,RICARDO   ALVES   CA+RDOSO,699.846.774-20,14/05/1981,FORD,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016,"R$ 36.418,00",Leves,10/6/2025,ATIVO,(84) 94476-6,maria.almeida.ferreira@outlook.com,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
WHK-0467,FOIPVQBVYXVGPW28V,BEATRIZ BARBOSA ARAÚJO,793.593.235-70,27/12/1975,FORD,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018,"R$ 44.040,00",Leves,20/8/2025,INATIVO,(53) 93414-1795,beatriz.silva.souza@gmail.com,PR,Figueira,2026-02-05 01:54:33.557723 UTC
DRK-7293,ZR8241BYGU0BMDJ7W,MATEUS RODRIGUES FERREIRA,990.760.778-61,08/02/2000,FORD,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018,"R$ 41.896,00",Leves,11/4/2023,INATIVO,(42) 96343-6872,rafael.souza.costa@outlook.com,RS,Balsa Nova,2026-02-05 01:54:33.557723 UTC
KOA-5684,1YRD8Z2NG8MELCYM0,RICARDO SILVA MARTINS,254.367.277-18,10/12/1974,FORD,Ka GL 1.0i Zetec Rocam,2004,"R$ 13.298,00",Leves,14/8/2025,INATIVO,(14) 99413-8451,gustavo.almeida.santos@gmail.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
IAM-1563,6SKG8TW9SQM45KCS1,BEATRIZ ALVES SILVA,511.618.562-88,12/12/1970,FORD,Ka TRAIL 1.0 12V Flex Mec. 5p,2018,"R$ 45.451,00",Leves,27/11/2025,ATIVO,(74) 91428-6981,pedro.araújo.araújo@empresa.com,PR,Capão do Leão,2026-02-05 01:54:33.557723 UTC
EWJ-2305,HKB4O3FL49EC0KDV1,#ERROR!,818.782.338-37,19/06/1999,FORD,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p,2020,"R$ 50.463,00",Leves,15/12/2023,INATIVO,,rafael.carvalho.almeida@gmail.com,PR,Pinhalão,2026-02-05 01:54:33.557723 UTC
QFE-0077,F4W0W8I0L58N8H6H2,BRUNA COSTA SANTOS,394.271.887-29,23/03/1994,OUTROS,LINEA 1.9/ HLX 1.9/ 1.8 Flex 16V 4p,2009,"R$ 23.629,00",Leves,15/9/2024,INATIVO,(36) 97135-4122,rafael.martins.martins@gmail.com,PR,Quitandinha,2026-02-05 01:54:33.557723 UTC
LWQ-7154,3SLNT44TOIJKMX8EL,#RICARDO MARTINS RIBEIRO,463.786.811-99,19/10/1988,OUTROS,LINEA ABSOLUTE 1.9/1.8 Flex Dualogic 4p,2009,"R$ 23.447,00",Leves,19/4/2024,INATIVO,78926968671,,PR,Reserva,2026-02-05 01:54:33.557723 UTC
MYA-8007,8NW7FGG8MQQ4FQP3Y,AMANDA SOUZA ALVES,314.307.473-64,15/05/1997,RENAULT,LOGAN Expression Flex 1.6 16V 4p,2016,"R$ 44.352,00",Leves,8/11/2022,INATIVO,82963176231,maria.melo.silva@outlook.com,RO,Ponta Grossa,2026-02-05 01:54:33.557723 UTC
DKO-9386,PP3STGN2TMWTK3NUE,LUCAS COSTA PEREIRA,567.701.140-93,17/03/1980,RENAULT,LOGAN Expression Hi-Flex 1.6 8V 4p,2015,"R$ 36.055,00",Leves,03/09/2025,ATIVO,(37) 93800-1625,larissa.cardoso.barbosa@hotmail.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
DLY-5656,UX6HAL9BKVS99BK68,LUCAS ROCHA ROCHA,120.177.939-13,17/08/1968,RENAULT,LOGAN Expression Hi-Flex 1.6 8V 4p,2010,"R$ 24.143,00",Leves,07/08/2025,INATIVO,(86) 91065-9164,rafael.alves.ribeiro@gmail.com,PR,Vilhena,2026-02-05 01:54:33.557723 UTC
TCD-6747,JWZ6S6E2OQYLT0AUH,TIAGO SILVA ALVES%,783.834.829-62,25/01/1990,FIAT,MOBI EASY on 1.0 Fire Flex 5p.,2016,"R$ 40.560,00",Leves,11/09/2025,INATIVO,TEL: (85) 90748-6188,,PR,Maringá,2026-02-05 01:54:33.557723 UTC
RNS-1274,3JF349FZATA94ADTA,joãO lI%mA AlmEida^,819.535.251-55,01/09/1989,OUTROS,MONTANA LS 1.4 ECONOFLEX 8V 2p,2017,"R$ 49.216,00",Leves,5/6/2023,INATIVO,TEL: (26) 94838-2326,,PR,Santa Tereza do Oeste,2026-02-05 01:54:33.557723 UTC
PXY-8665,7BBCFKVUWX95IL4PY,LUCAS ALMEIDA FERREIRA,306.664.165-73,26/08/1985,OUTROS,MONTANA LS 1.4 ECONOFLEX 8V 2p,2016,"R$ 48.044,00",Leves,16/2/2024,INATIVO,(18) 93384-2856,larissa.cardoso.souza@gmail.com,PR,Jacarezinho,2026-02-05 01:54:33.557723 UTC
OVG-9047,XYM8WMS5YJFFZK8AS,bruna $ cardoso  melo~,188.805.385-54,18/07/2000,OUTROS,Meriva Maxx 1.4 MPFI 8V ECONOFLEX 5p,2009,"R$ 28.708,00",Leves,3/9/2025,ATIVO,(13) 97694-1,lucas.almeida.gomes@ficticio.com.br,SP,Roca Sales,2026-02-05 01:54:33.557723 UTC
TKF-4759,B2PRYWKK5Q8HK5885,MATEUS  limA  GOmES,569.516.639-12,24/01/1987,OUTROS,Meriva Maxx 1.8 MPFI 8V FlexPower,2005,"R$ 23.973,00",Leves,20/12/2025,ATIVO,,,PR,Balsa Nova,2026-02-05 01:54:33.557723 UTC
BKA-2199,JJKCAD0D7BO767U1R,TIAG*O  ALMEIDA  ROCHA,201.839.455-48,27/07/1968,OUTROS,Monza Classic SE 2.0 /MPFI e EFI 2p e 4p,1993,"R$ 11.622,00",Leves,16/11/2024,INATIVO,(83) 99024-1,fernanda.cardoso.pereira@empresa.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
REV-6918,TR37N9BVWE2829VVV,RICARDO ARAÚJO MELO^,820.840.551-46,07/07/1991,CHEVROLET,ONIX HATCH 1.0 12V Flex 5p Mec.,2021,"R$ 60.541,00",Leves,14/2/2025,INATIVO,(76) 95800-7,lucas.souza.araújo@outlook.com,PR,Cambé,2026-02-05 01:54:33.557723 UTC
QNV-7219,BHKVIL3A0MK9FXT26,BRUNA BARBOSA BARBOSA,551.452.317-15,18/08/1967,CHEVROLET,ONIX HATCH ACTIV 1.4 8V Flex 5P Aut.,2017,"R$ 62.115,00",Leves,25/3/2025,ATIVO,(85) 95842-5998,letícia.oliveira.melo@ficticio.com.br,SC,Cascavel,2026-02-05 01:54:33.557723 UTC
MBQ-4035,L5NFJ2H42JOGL1S4E,FErnaNDA OLivEiRa PEREIrA,386.336.619-52,14/06/1978,CHEVROLET,ONIX HATCH Joy 1.0 8V Flex 5p Mec.,2018,"R$ 46.692,00",Leves,10/7/2025,ATIVO,TEL: (50) 98551-5725,gabriel.santos.almeida@gmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
XLK-0128,QS6L0OT1JP2IQDJDE,_fErNANda  BARboSA  ROchA,117.416.141-48,06/02/1977,CHEVROLET,ONIX HATCH Joy 1.0 8V Flex 5p Mec.,2018,"R$ 46.350,00",Leves,19/5/2025,ATIVO,(76) 95240-2,larissa.cardoso.lima@hotmail.com,,Bauru,2026-02-05 01:54:33.557723 UTC
WNS-4261,4BLDC8FID3ATSQ7ND,JULIA LIMA CARDOSO,150.246.512-48,01/10/1970,CHEVROLET,ONIX HATCH LS 1.0 8V FlexPower 5p Mec.,2015,"R$ 43.301,00",Leves,21/2/2025,ATIVO,,bruna.rodrigues.rocha@hotmail.com,PR,Araruna,2026-02-05 01:54:33.557723 UTC
RKQ-8625,F7IGFAT5YY7JHXAT3,MARIA PEREIRA MELO,155.311.328-80,04/05/1988,CHEVROLET,ONIX HATCH LT 1.0 12V Flex 5p Mec.,2022,"R$ 64.126,00",Leves,20/10/2025,ATIVO,(15) 97486-6620,julia.lima.ferreira@ficticio.com.br,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
HGY-9296,A9MGGJNCARJN4W2OH,RICARDO ARAÚJO CARDOSO,865.199.462-50,16/04/1990,CHEVROLET,ONIX HATCH LT 1.0 12V Flex 5p Mec.,2022,"R$ 69.304,00",Leves,12/08/2025,ATIVO,43955078002,lucas.lima.rodrigues@ficticio.com.br,RS,Joaçaba,2026-02-05 01:54:33.557723 UTC
JBQ-5214,SZWS4MW8B9J8NU1YE,RODRIGO   MARTINS   ROCHA,688.643.911-75,03/06/1996,CHEVROLET,ONIX HATCH LT 1.0 12V Flex 5p Mec.,2022,"R$ 66.433,00",Leves,10/8/2025,ATIVO,,ricardo.costa.carvalho77@outlook.com,SC,Cambé,2026-02-05 01:54:33.557723 UTC
XNX-5319,C3UTVRX7QQEFUS2J1,MARIA RODRIGUES SOUZA,568.381.296-29,14/06/1977,CHEVROLET,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2013,"R$ 40.063,00",Leves,9/9/2025,ATIVO,TEL: (85) 90470-3268,joão.rocha.pereira@ficticio.com.br,PR,Santo Antônio da Platina,2026-02-05 01:54:33.557723 UTC
FRE-2208,U615DHNHVKOZX5COP,RICARDO CARDOSO RODRIGUES,813.150.140-54,18/10/2002,CHEVROLET,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2015,"R$ 42.781,00",Leves,23/5/2025,ATIVO,(45) 95373-5068,gabriel.carvalho.almeida@outlook.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
XIG-7729,XU7JBD6T3ULGN3BQU,TIAGO MELO ALMEIDA@,863.744.399-34,12/03/1969,CHEVROLET,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2016,"R$ 45.225,00",Leves,27/9/2025,ATIVO,98993614946,amanda.barbosa.alves@hotmail.com,PR,Bagé,2026-02-05 01:54:33.557723 UTC
VJA-7585,OK7BUN8KQ3ZC8NPQO,PEDRO   PEREIRA   ALMEIDA,909.777.912-53,13/04/2000,CHEVROLET,ONIX HATCH LTZ 1.0 12V TB Flex 5p Aut.,2019,"R$ 72.137,00",Leves,16/5/2025,INATIVO,(39) 99501-6,fernanda.silva.santos@outlook.com,PR,São Miguel do Oeste,2026-02-05 01:54:33.557723 UTC
FGO-4959,UP733TCBJZ937EIEQ,FERNANDA   COSTA   MELO,784.187.199-49,24/06/1977,CHEVROLET,ONIX SEDAN Plus LT 1.0 12V Flex 4p Mec.,2023,"R$ 74.276,00",Leves,15/09/2025,ATIVO,(69) 97129-8,gabriel.silva.melo@ficticio.com.br,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
LKR-3032,X5AGM3VPZYHUI2FZR,TIAGO BARBOSA SILVA,922.469.887-81,20/05/1996,OUTROS,Omega CD 4.1 / 3.0,1997,"R$ 44.410,00",Leves,10/2/2025,ATIVO,(24) 96306-8520,julia.martins.pereira@hotmail.com,RS,Londrina,2026-02-05 01:54:33.557723 UTC
WHY-9133,Z05ZYWSOBYGT6KT37,PEDRO  OLIVEIRA  RIBEIRO,524.845.831-29,19/09/1980,CHEVROLET,PRISMA Sed. Joy/ LS 1.0 8V FlexPower 4p,2019,"R$ 48.842,00",Leves,20/1/2026,ATIVO,26924794990,ana.costa.gomes@hotmail.com,RS,Japira,2026-02-05 01:54:33.557723 UTC
KMF-8540,QPGOP9YV2G6GV1Q1I,FERNANDA  FERREIRA  CARDOSO,998.830.336-83,14/12/1967,CHEVROLET,PRISMA Sed. LT 1.0 8V FlexPower 4p,2015,"R$ 48.477,00",Leves,14/10/2025,ATIVO,58997887080,julia.lima.santos@hotmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
