status,dt_contrato,nome_associado,placa,modelo_veiculo,fipe,linha,cidade,uf,telefone,anotacoes,dt_envio,dt_entrega,status_envio,termo_assinado,status_instalacao,auto_eletrica_compativel,valor_instalacao,imei_aparelho,empresa_rastreamento,login,senha,ingested_at,dt_instalacao
ATIVO,2/1/2025,AMA_NDA ALMEIDA RIBEIRO^,RQH-8818,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,"R$ 32.164,00",Leves,Cascavel,PR,,Gerado automaticamente para sincronização,06/01/2025,19/01/2025,ENTREGUE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 100,00",62760147.0,Azimute,ama_nda63,663723.0,2026-02-12 17:54:18.947147 UTC,
ATIVO,31/10/2025,PEDRO BARB@OSA BARBOSA,KJQ-3246,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,"R$ 11.638,00",Leves,Cascavel,PR,(96) 92129-8,Gerado automaticamente para sincronização,07/11/2025,21/11/2025,ENTREGUE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 150,00",47525944.0,Azimute,pedro67,265474.0,2026-02-12 17:54:18.949517 UTC,
ATIVO,5/11/2025,BEATRIZ LIMA MARTINS,WBN-0726,Corolla XEi 1.8/1.8 Flex 16V Aut.,"R$ 32.026,00",Leves,Cascavel,PR,(30) 96155-2876,Gerado automaticamente para sincronização,15/11/2025,21/11/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 90,00",79239006.0,Azimute,beatriz40,835258.0,2026-02-12 17:54:18.949750 UTC,21/11/2025
ATIVO,15/8/2025,GABRIEL   LIMA   ALM_EIDA,THS-6664,Corsa Sed Class.Life 1.0/1.0 FlexPower,"R$ 18.070,00",Leves,Cascavel,PR,27983438558,Gerado automaticamente para sincronização,24/08/2025,28/08/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 120,00",32841551.0,Azimute,gabriel47,525356.0,2026-02-12 17:54:18.950820 UTC,31/08/2025
ATIVO,20/12/2024,ricard@o rodrigues souza,LTQ-5179,Elantra 2.0 16V Flex Aut.,"R$ 72.376,00",Leves,Cascavel,MT,TEL: (25) 95270-4363,Gerado automaticamente para sincronização,30/12/2024,04/01/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL PLUS,"R$ 120,00",21086345.0,Azimute,ricard@o62,437301.0,2026-02-12 17:54:18.951963 UTC,14/01/2025
ATIVO,10/1/2026,!letícia a@lves ferreira,QQU-7248,FLUENCE Sedan Privilège 2.0 16V FLEX Aut,"R$ 39.938,00",Leves,Cascavel,SC,,Gerado automaticamente para sincronização,19/01/2026,22/01/2026,ENTREGUE,SIM,INSTALADO,ELETRO TOTAL,"R$ 80,00",30997291.0,Azimute,!letícia16,396562.0,2026-02-12 17:54:18.952177 UTC,27/01/2026
ATIVO,10/6/2024,PEDRO RIBEIRO MELO,IIH-7269,Fox 1.0 Mi Total Flex 8V 3p,"R$ 23.155,00",Leves,Cascavel,SC,(38) 95331-5106,Gerado automaticamente para sincronização,11/06/2024,13/06/2024,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA NORTE,"R$ 120,00",95147499.0,Azimute,pedro59,125998.0,2026-02-12 17:54:18.953501 UTC,15/06/2024
ATIVO,3/2/2025,#TIAGO CARDOSO ROCHA,NWH-2112,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p,"R$ 28.922,00",Leves,Cascavel,GO,38953419230,Gerado automaticamente para sincronização,11/02/2025,20/02/2025,ENTREGUE,NÃO,PENDENTE,AUTO CENTER CONFIANCA,"R$ 120,00",23113329.0,Azimute,#tiago17,765452.0,2026-02-12 17:54:18.954004 UTC,
ATIVO,15/8/2025,_LARISSA OLIVEIR^A MELO,EAU-7380,Fusca,"R$ 24.078,00",Leves,Cascavel,PR,82968264129,Gerado automaticamente para sincronização,19/08/2025,28/08/2025,ENTREGUE,NÃO,PENDENTE,OFICINA CENTRAL,"R$ 120,00",11440431.0,Azimute,_larissa86,681079.0,2026-02-12 17:54:18.954244 UTC,
ATIVO,25/4/2025,RAFAEL GOMES SILVA,FIF-6292,Gol CLi / CL/ Copa/ Stones 1.6,"R$ 14.266,00",Leves,Cascavel,PR,(43) 92945-8062,Gerado automaticamente para sincronização,03/05/2025,13/05/2025,ENTREGUE,NÃO,PENDENTE,OFICINA SUL,"R$ 90,00",64945652.0,Azimute,rafael96,601331.0,2026-02-12 17:54:18.957264 UTC,
ATIVO,30/12/2025,FERNANDA S-ANTOS FERREIRA,GXI-1790,Gol COPA 1.6 Mi Total Flex 8V 4p,"R$ 26.871,00",Leves,Cascavel,SC,17967108162,Gerado automaticamente para sincronização,09/01/2026,23/01/2026,ENTREGUE,SIM,INSTALADO,ELETRO SUL,"R$ 100,00",28564342.0,Azimute,fernanda48,422155.0,2026-02-12 17:54:18.957455 UTC,23/01/2026
ATIVO,7/5/2025,BEATRIZ RIBEIRO SANTOS,FSG-0698,Gol City (Trend) 1.6 Mi T.Flex 8V 4p,"R$ 36.812,00",Leves,Cascavel,PR,(59) 91291-4890,Gerado automaticamente para sincronização,16/05/2025,19/05/2025,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 90,00",71129220.0,Azimute,beatriz63,807499.0,2026-02-12 17:54:18.957905 UTC,22/05/2025
ATIVO,31/10/2024,AMANDA OLIVEIRA SILVA,FKM-8296,Gol City (Trend) 1.6 Mi T.Flex 8V 4p,"R$ 37.304,00",Leves,Cascavel,PR,(75) 90433-2361,Gerado automaticamente para sincronização,01/11/2024,09/11/2024,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 120,00",54412128.0,Azimute,amanda32,310541.0,2026-02-12 17:54:18.958119 UTC,12/11/2024
ATIVO,30/5/2025,LUCAS LIMA RIBEIRO,RIY-6861,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,"R$ 16.878,00",Leves,Cascavel,PR,17917102952,Gerado automaticamente para sincronização,09/06/2025,21/06/2025,ENTREGUE,NÃO,INSTALADO,OFICINA CENTRAL,"R$ 80,00",37668002.0,Azimute,lucas4,916566.0,2026-02-12 17:54:18.958510 UTC,21/06/2025
ATIVO,4/10/2025,@TIAGO SANTOS ROCHA,EKS-1279,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,"R$ 25.184,00",Leves,Cascavel,PR,(26) 92813-7,Gerado automaticamente para sincronização,10/10/2025,14/10/2025,ENTREGUE,NÃO,PENDENTE,OFICINA SUL,"R$ 100,00",79897692.0,Azimute,@tiago96,309603.0,2026-02-12 17:54:18.958997 UTC,
ATIVO,15/12/2025,RAFAEL SOUZA SANTOS,QXB-1278,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,"R$ 46.378,00",Leves,Cascavel,PR,(78) 93333-4742,Gerado automaticamente para sincronização,20/12/2025,04/01/2026,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 80,00",32105948.0,Azimute,rafael36,896915.0,2026-02-12 17:54:18.960806 UTC,06/01/2026
ATIVO,14/08/2025,TIAGO SILVA BARBOSA~,DFU-7488,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,"R$ 39.909,00",Leves,Cascavel,PR,15935907409,Gerado automaticamente para sincronização,18/08/2025,30/08/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 90,00",19512338.0,Azimute,tiago82,961949.0,2026-02-12 17:54:18.961330 UTC,02/09/2025
ATIVO,20/7/2025,RODRIGO ROCHA ALVES,VWI-8615,Ka 1.0 SE/SE Plus TiVCT Flex 5p,"R$ 35.043,00",Leves,Cascavel,PR,(25) 93910-9,Gerado automaticamente para sincronização,24/07/2025,31/07/2025,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 80,00",88666786.0,Azimute,rodrigo29,504733.0,2026-02-12 17:54:18.963240 UTC,02/08/2025
ATIVO,20/11/2025,LAR!ISSA MELO CARDOSO%,MDY-1518,Siena EL 1.0 mpi Fire Flex 8V 4p,"R$ 30.152,00",Leves,Cascavel,PR,,Gerado automaticamente para sincronização,24/11/2025,02/12/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 90,00",29920903.0,Azimute,lar!issa80,863836.0,2026-02-12 17:54:18.975301 UTC,05/12/2025
ATIVO,28/5/2025,FERNANDA SILVA CARVALHO,QFG-5314,VOYAGE COMF/Highli. 1.6 T.Flex 8V 4p,"R$ 35.423,00",Leves,Cascavel,PR,(26) 99286-2923,Gerado automaticamente para sincronização,05/06/2025,19/06/2025,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 90,00",11626169.0,Azimute,fernanda29,701496.0,2026-02-12 17:54:18.978619 UTC,22/06/2025
ATIVO,2/2/2024,FERNANDA BARBOSA ALVES,NFV-2015,SR / NOMA SR 3E 27 CG,"R$ 90.000,00",PESADOS,Cascavel,SC,,Gerado automaticamente para sincronização,08/02/2024,14/02/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA EXPRESS,"R$ 120,00",76581788.0,Azimute,fernanda70,965854.0,2026-02-12 17:54:18.982965 UTC,18/02/2024
ATIVO,14/05/2024,GUSTAVO ARAÚJO MELO,LZN-5623,SR/GUERRA AG GR,"R$ 160.000,00",PESADOS,Cascavel,PR,(25) 97204-6957,Gerado automaticamente para sincronização,22/05/2024,30/05/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 90,00",15605869.0,Azimute,gustavo86,536140.0,2026-02-12 17:54:18.984192 UTC,31/05/2024
ATIVO,06/12/2023,BRUNA COSTA SILVA,OID-3326,SR/GUERRA AG GR,"R$ 70.000,00",PESADOS,Cascavel,PR,(12) 95216-5291,Gerado automaticamente para sincronização,07/12/2023,16/12/2023,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 90,00",69381866.0,Azimute,bruna3,945866.0,2026-02-12 17:54:18.985446 UTC,20/12/2023
ATIVO,25/3/2024,MARIA LIMA LIMA,ANJ-1055,SR/GUERRA AG GR,"R$ 50.000,00",PESADOS,Cascavel,PR,12910804454,Gerado automaticamente para sincronização,27/03/2024,06/04/2024,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 80,00",97397929.0,Azimute,maria96,590921.0,2026-02-12 17:54:18.988935 UTC,09/04/2024
ATIVO,20/1/2024,FERNANDA BARBOSA BARBOSA,TRK-0629,SR/GUERRA AG GR,"R$ 70.000,00",PESADOS,Cascavel,,(18) 95183-7366,Gerado automaticamente para sincronização,29/01/2024,08/02/2024,ENTREGUE,SIM,INSTALADO,INSTALADORA DO ZECA,"R$ 90,00",51675801.0,Azimute,fernanda34,284595.0,2026-02-12 17:54:18.990509 UTC,09/02/2024
ATIVO,30/4/2024,LETÍCIA PEREIRA SILVA,HFF-9585,SR/GUERRA AG GR,"R$ 140.000,00",PESADOS,Cascavel,SC,(34) 93430-2591,Gerado automaticamente para sincronização,07/05/2024,20/05/2024,ENTREGUE,SIM,INSTALADO,ELETRO TOTAL,"R$ 80,00",43958982.0,Azimute,letícia58,763001.0,2026-02-12 17:54:18.992042 UTC,23/05/2024
ATIVO,1/12/2023,!bruna alves ribeiro,XDJ-1809,SR/GUERRA AG GR,"R$ 30.000,00",PESADOS,Cascavel,PR,64946246249,Gerado automaticamente para sincronização,10/12/2023,20/12/2023,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 80,00",16039784.0,Azimute,!bruna29,119170.0,2026-02-12 17:54:18.993252 UTC,21/12/2023
ATIVO,23/10/2024,`MATEUS  ARAÚJO  LIMA,MOX-5144,SR/GUERRA AG GR,"R$ 35.000,00",PESADOS,Cascavel,RS,(85) 99480-8,Gerado automaticamente para sincronização,27/10/2024,30/10/2024,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 150,00",19913667.0,Azimute,`mateus31,979587.0,2026-02-12 17:54:18.995878 UTC,03/11/2024
ATIVO,8/8/2025,FERNANDA CARVALHO GOMES,ZDX-1142,SR/GUERRA AG GR,"R$ 40.000,00",PESADOS,Cascavel,PR,(95) 95475-2334,Gerado automaticamente para sincronização,10/08/2025,15/08/2025,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 120,00",70482426.0,Azimute,fernanda20,425240.0,2026-02-12 17:54:18.996864 UTC,17/08/2025
ATIVO,20/9/2024,gab#rIel  bARBOSA  LiMa@,PMB-5577,SR/GUERRA AG GR,"R$ 25.000,00",PESADOS,Cascavel,PR,58914236179,Gerado automaticamente para sincronização,25/09/2024,01/10/2024,ENTREGUE,NÃO,PENDENTE,OFICINA SUL,"R$ 90,00",18598093.0,Azimute,gab#riel90,868246.0,2026-02-12 17:54:18.997506 UTC,
ATIVO,4/9/2025,LETÍCIA CARVALHO GOMES-,GBV-4598,24-250 E Constellation 3-Eixos 2p (diese,"R$ 172.743,00",Pesados,Cascavel,PR,TEL: (49) 96528-1997,Gerado automaticamente para sincronização,09/09/2025,14/09/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 80,00",67560664.0,Azimute,letícia20,974323.0,2026-02-12 17:54:19.001964 UTC,14/09/2025
ATIVO,20/8/2024,-BEATRIZ SANTOS COSTA,NYD-3083,Atego 2430 6x2 2p (diesel)(E5),"R$ 349.061,00",Pesados,Cascavel,PR,(95) 99847-4,Gerado automaticamente para sincronização,22/08/2024,31/08/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 90,00",52559095.0,Azimute,-beatriz98,895399.0,2026-02-12 17:54:19.002406 UTC,05/09/2024
ATIVO,25/08/2025,^ANA   MELO   OLIVEIRA,VTH-2865,Atron 1635 S 2p (diesel) (E5),"R$ 299.300,00",Pesados,Cascavel,PR,(11) 99218-1,Gerado automaticamente para sincronização,28/08/2025,03/09/2025,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 80,00",71217897.0,Azimute,^ana87,714928.0,2026-02-12 17:54:19.002597 UTC,06/09/2025
ATIVO,7/2/2024,ANA   ALMEIDA ´  MELO,GQK-8405,Axor 2540 S 6x2 2p (diesel),"R$ 161.337,00",Pesados,Cascavel,PR,41965226046,Gerado automaticamente para sincronização,14/02/2024,20/02/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 150,00",25806694.0,Azimute,ana47,847594.0,2026-02-12 17:54:19.003100 UTC,20/02/2024
ATIVO,15/07/2025,~JULI!A RIBEIRO PEREIRA,OQL-1122,Axor 2544 S/LS 6x2 2p (diesel) (E5),"R$ 451.289,00",Pesados,Cascavel,PR,93956343395,Gerado automaticamente para sincronização,23/07/2025,29/07/2025,ENTREGUE,NÃO,PENDENTE,OFICINA SUL,"R$ 120,00",56195003.0,Azimute,~juli!a43,606238.0,2026-02-12 17:54:19.003331 UTC,
ATIVO,18/11/2025,JULIA ROCHA SOUZA,HUI-0753,FH 440 GLOBETROTTER 6x2 2p (diesel),"R$ 218.115,00",Pesados,Cascavel,PR,(82) 93502-7259,Gerado automaticamente para sincronização,20/11/2025,02/12/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 150,00",62702228.0,Azimute,julia14,961713.0,2026-02-12 17:54:19.004135 UTC,05/12/2025
ATIVO,16/10/2023,MATEUS FERREIRA LIMA,YCY-5803,FH 520 6x4 2p (diesel),"R$ 260.623,00",Pesados,Cascavel,PR,(49) 95585-3119,Gerado automaticamente para sincronização,21/10/2023,04/11/2023,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 120,00",59525261.0,Azimute,mateus47,806990.0,2026-02-12 17:54:19.004352 UTC,08/11/2023
ATIVO,21/12/2023,julia  cardoso  lima,VDP-8363,535iA 3.0 24V 306cv Bi-Turbo,"R$ 95.872,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,SP,,Gerado automaticamente para sincronização,31/12/2023,05/01/2024,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO CONFIANÇA,"R$ 100,00",89287874.0,Azimute,julia61,433233.0,2026-02-12 17:54:19.011937 UTC,08/01/2024
ATIVO,12/9/2024,RafAEl   SoUza   RibEiRO,FYR-7055,Boxer 2.3 Furg.TB Dies. Curto/Médio,"R$ 70.063,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(30) 97413-2,Gerado automaticamente para sincronização,21/09/2024,04/10/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 80,00",80925920.0,Azimute,rafael15,912396.0,2026-02-12 17:54:19.013685 UTC,09/10/2024
ATIVO,13/6/2024,*AMANDA MELO CARVALHO,GTZ-5369,CAPTIVA SPORT FWD 2.4 16V 171/185cv,"R$ 40.344,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,21976583864,Gerado automaticamente para sincronização,20/06/2024,03/07/2024,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 90,00",92603183.0,Azimute,*amanda25,176499.0,2026-02-12 17:54:19.014851 UTC,03/07/2024
ATIVO,7/9/2024,JULIA SOUZA SANTOS,RUU-7667,Celta 1.0/ Super 1.0 MPFI VHC 8v 5p,"R$ 12.817,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(96) 94516-3687,Gerado automaticamente para sincronização,11/09/2024,23/09/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 100,00",57395434.0,Azimute,julia32,800794.0,2026-02-12 17:54:19.017514 UTC,24/09/2024
ATIVO,5/7/2024,MARI´A CARVALHO COSTA,UVS-5941,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Aut.,"R$ 49.532,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,,Gerado automaticamente para sincronização,09/07/2024,17/07/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 90,00",41859169.0,Azimute,mari´a76,755785.0,2026-02-12 17:54:19.019163 UTC,18/07/2024
ATIVO,10/12/2023,RAFAEL ROCHA MARTINS,TEM-9472,Corolla Fielder SW 1.8/1.8 XEi Flex Mec,"R$ 36.142,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,SC,(31) 97735-3007,Gerado automaticamente para sincronização,19/12/2023,29/12/2023,ENTREGUE,SIM,INSTALADO,ELETRO TOTAL,"R$ 80,00",48262902.0,Azimute,rafael17,964189.0,2026-02-12 17:54:19.020620 UTC,31/12/2023
ATIVO,3/3/2023,Rafael Pe~rEIra OLivEirA,YTF-7838,DUSTER 1.6 Hi-Flex 16V Mec.,"R$ 50.006,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,SC,,Gerado automaticamente para sincronização,11/03/2023,23/03/2023,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO TOTAL,"R$ 80,00",33004628.0,Azimute,rafael14,923493.0,2026-02-12 17:54:19.022742 UTC,24/03/2023
ATIVO,1/11/2022,MATEUS  LIMA ~ MARTINS,MLW-0704,EcoSport XLS FREESTYLE 1.6 Flex 8V 5p,"R$ 26.318,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,57944383458,Gerado automaticamente para sincronização,05/11/2022,16/11/2022,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 120,00",97822822.0,Azimute,mateus9,777944.0,2026-02-12 17:54:19.025601 UTC,17/11/2022
ATIVO,14/8/2024,GUST`AVO BARBOSA SILVA,BWD-9820,F-4000 TURBO MWM 2p (diesel),"R$ 39.223,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,RS,,Gerado automaticamente para sincronização,15/08/2024,21/08/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 80,00",67475052.0,Azimute,gust`avo1,836322.0,2026-02-12 17:54:19.026117 UTC,24/08/2024
ATIVO,7/8/2023,AMANDA FERREIRA BARBOSA,PKJ-5470,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,"R$ 27.782,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(42) 95491-3090,Gerado automaticamente para sincronização,13/08/2023,19/08/2023,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 80,00",33846070.0,Azimute,amanda75,110563.0,2026-02-12 17:54:19.026361 UTC,22/08/2023
ATIVO,29/5/2024,MARIA SILVA CARDOSO,NHJ-8711,Frontier SE Serrana CD 4x4 2.8 TB Dies,"R$ 61.376,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(67) 96363-5415,Gerado automaticamente para sincronização,03/06/2024,15/06/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 80,00",60490277.0,Azimute,maria74,591353.0,2026-02-12 17:54:19.029155 UTC,16/06/2024
ATIVO,7/6/2024,MARIA ARAÚJO RO$DRIGUES,NLK-1411,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,"R$ 18.763,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(95) 99121-7,Gerado automaticamente para sincronização,17/06/2024,27/06/2024,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 90,00",21082924.0,Azimute,maria71,527562.0,2026-02-12 17:54:19.032470 UTC,02/07/2024
ATIVO,17/05/2024,~beatriz barbosa silva,PGR-6053,Grand Siena ATTRAC. 1.4 EVO F.Flex 8V,"R$ 32.726,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,39939912153,Gerado automaticamente para sincronização,21/05/2024,28/05/2024,ENTREGUE,NÃO,PENDENTE,OFICINA SUL,"R$ 90,00",17882337.0,Azimute,~beatriz77,396051.0,2026-02-12 17:54:19.033302 UTC,
ATIVO,11/7/2025,MARIA SANTOS CARDOSO,LAS-8824,HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p,"R$ 47.435,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,RS,(59) 96181-7470,Gerado automaticamente para sincronização,13/07/2025,26/07/2025,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 80,00",99370263.0,Azimute,maria82,388408.0,2026-02-12 17:54:19.035125 UTC,28/07/2025
ATIVO,5/12/2023,PEDRO  RIBEIRO  ARAÚJO,HJM-1350,L200 Triton Sport GLS 2.4 CD Diesel Mec.,"R$ 134.502,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(18) 95501-3,Gerado automaticamente para sincronização,07/12/2023,21/12/2023,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 80,00",50314838.0,Azimute,pedro21,771884.0,2026-02-12 17:54:19.040741 UTC,24/12/2023
ATIVO,28/08/2025,MATEUS RODRIGUES FERREIRA,UZL-1656,Master 2.5 dCi Chassi 16V 115cv Diesel,"R$ 82.035,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(89) 94444-6551,Gerado automaticamente para sincronização,07/09/2025,13/09/2025,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 150,00",44453380.0,Azimute,mateus45,864717.0,2026-02-12 17:54:19.043140 UTC,15/09/2025
ATIVO,10/6/2024,LUCAS   SOUZA   CARVALHO@,KRB-7965,Palio ATTRA. Best Seller 1.0 EVO Flex 5p,"R$ 38.671,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,,Gerado automaticamente para sincronização,17/06/2024,19/06/2024,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 150,00",77340191.0,Azimute,lucas13,840420.0,2026-02-12 17:54:19.046300 UTC,20/06/2024
ATIVO,5/11/2025,GABRIEL SOUZA PEREIRA,RSB-6259,SPIN LTZ 1.8 8V Econo.Flex 5p Aut.,"R$ 70.233,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,RS,(77) 97609-7579,Gerado automaticamente para sincronização,15/11/2025,30/11/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA DO JOÃO,"R$ 80,00",63205570.0,Azimute,gabriel19,352822.0,2026-02-12 17:54:19.050300 UTC,04/12/2025
ATIVO,10/6/2024,BEATRIZ BARBOSA COSTA,WSI-1386,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,"R$ 31.140,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(92) 91618-3214,Gerado automaticamente para sincronização,11/06/2024,23/06/2024,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 90,00",32207606.0,Azimute,beatriz90,596780.0,2026-02-12 17:54:19.051144 UTC,27/06/2024
ATIVO,26/7/2024,CAMILA  OLIVEIRA  RIBEIRO,ZYR-8869,Strada 1.3 mpi Fire 8V 67cv CE,"R$ 23.585,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,GO,TEL: (81) 99641-5667,Gerado automaticamente para sincronização,03/08/2024,08/08/2024,ENTREGUE,SIM,INSTALADO,INSTALADORA GLOBAL,"R$ 90,00",24427763.0,Azimute,camila28,733707.0,2026-02-12 17:54:19.054257 UTC,21/08/2024
ATIVO,10/8/2024,jULia COsta aR@AÚJO,OJX-2117,Strada Working Celeb.1.4 Fire Flex 8V CE,"R$ 42.014,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,,Gerado automaticamente para sincronização,17/08/2024,26/08/2024,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 80,00",49401006.0,Azimute,julia77,771075.0,2026-02-12 17:54:19.056797 UTC,30/08/2024
ATIVO,14/8/2024,pEdrO aLmeida FerREiRA,ZVV-7337,Strada Working HARD 1.4 Fire Flex 8V CE,"R$ 59.812,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,SC,83976758499,Gerado automaticamente para sincronização,17/08/2024,20/08/2024,ENTREGUE,SIM,INSTALADO,AUTO ELÉTRICA NORTE,"R$ 80,00",92006548.0,Azimute,pedro6,135504.0,2026-02-12 17:54:19.057009 UTC,22/08/2024
ATIVO,7/6/2024,LARISSA ALVES CARVALHO,AGW-6296,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,"R$ 132.326,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(34) 94121-5076,Gerado automaticamente para sincronização,14/06/2024,27/06/2024,ENTREGUE,SIM,INSTALADO,OFICINA SUL,"R$ 90,00",93080221.0,Azimute,larissa43,707330.0,2026-02-12 17:54:19.057792 UTC,28/06/2024
ATIVO,20/1/2022,BRUNA ALMEIDA MARTINS,GXY-0142,VOYAGE 1.6 MSI Flex 8V 4p,"R$ 56.560,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",Cascavel,PR,(15) 99147-4460,Gerado automaticamente para sincronização,24/01/2022,06/02/2022,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 150,00",46676525.0,Azimute,bruna86,547612.0,2026-02-12 17:54:19.059699 UTC,08/02/2022
